rank,N,W,MIN_POP_PCT,LAM,n_stations,direct_demand,max_demand,direct_pct_of_max,feasible,captured_demand,captured_pct_of_max,improvement_pct,current_captured,direct_improvement_pct,current_direct_demand
486,75,0.7,85,0.3,75,237226.0,2261192.0,10.49,False,1612059.5234,85.68,-2.5,1653793.0999,-27.3,326375.0
487,75,0.7,80,0.3,75,237226.0,2261192.0,10.49,False,1612059.5234,85.68,-2.5,1653793.0999,-27.3,326375.0
488,75,0.7,90,0.3,75,237226.0,2261192.0,10.49,False,1612059.5234,85.68,-2.5,1653793.0999,-27.3,326375.0
489,70,0.6,75,0.3,70,235756.0,2261192.0,10.43,True,1568151.6028,83.34,-5.2,1653793.0999,-27.8,326375.0
490,70,1.0,75,0.5,70,235732.0,2261192.0,10.43,True,1575465.7726,83.73,-4.7,1653793.0999,-27.8,326375.0
491,75,0.6,80,0.3,75,235731.0,2261192.0,10.43,False,1615303.3142,85.85,-2.3,1653793.0999,-27.8,326375.0
492,75,0.6,85,0.3,75,235731.0,2261192.0,10.43,False,1615303.3142,85.85,-2.3,1653793.0999,-27.8,326375.0
493,75,0.6,90,0.3,75,235731.0,2261192.0,10.43,False,1615303.3142,85.85,-2.3,1653793.0999,-27.8,326375.0
494,70,0.7,75,0.5,70,234004.0,2261192.0,10.35,True,1567929.5054,83.33,-5.2,1653793.0999,-28.3,326375.0
495,70,0.7,90,0.5,70,233663.0,2261192.0,10.33,False,1581867.8999,84.07,-4.3,1653793.0999,-28.4,326375.0
496,70,0.7,85,0.5,70,233663.0,2261192.0,10.33,False,1581867.8999,84.07,-4.3,1653793.0999,-28.4,326375.0
497,70,1.0,90,0.5,70,233503.0,2261192.0,10.33,False,1587168.6814,84.35,-4.0,1653793.0999,-28.5,326375.0
498,70,1.0,85,0.5,70,233503.0,2261192.0,10.33,False,1587168.6814,84.35,-4.0,1653793.0999,-28.5,326375.0
499,70,0.8,75,0.5,70,233199.0,2261192.0,10.31,False,1574962.9726,83.71,-4.8,1653793.0999,-28.5,326375.0
500,70,0.7,80,0.5,70,232689.0,2261192.0,10.29,True,1584801.8702,84.23,-4.2,1653793.0999,-28.7,326375.0
501,70,1.0,80,0.5,70,232567.0,2261192.0,10.29,False,1576839.6138,83.8,-4.7,1653793.0999,-28.7,326375.0
502,70,0.7,90,0.3,70,232431.0,2261192.0,10.28,False,1585616.2978,84.27,-4.1,1653793.0999,-28.8,326375.0
503,70,0.7,85,0.3,70,232431.0,2261192.0,10.28,False,1585616.2978,84.27,-4.1,1653793.0999,-28.8,326375.0
504,70,0.8,90,0.3,70,231236.0,2261192.0,10.23,False,1578568.7961,83.9,-4.5,1653793.0999,-29.2,326375.0
505,70,0.8,80,0.3,70,231236.0,2261192.0,10.23,False,1578568.7961,83.9,-4.5,1653793.0999,-29.2,326375.0
506,70,0.8,85,0.3,70,231236.0,2261192.0,10.23,False,1578568.7961,83.9,-4.5,1653793.0999,-29.2,326375.0
507,70,1.0,75,0.3,70,230889.0,2261192.0,10.21,False,1573749.7977,83.64,-4.8,1653793.0999,-29.3,326375.0
508,70,1.0,90,0.3,70,230383.0,2261192.0,10.19,False,1569984.556,83.44,-5.1,1653793.0999,-29.4,326375.0
509,70,1.0,80,0.3,70,230383.0,2261192.0,10.19,False,1569984.556,83.44,-5.1,1653793.0999,-29.4,326375.0
510,70,1.0,85,0.3,70,230383.0,2261192.0,10.19,False,1569984.556,83.44,-5.1,1653793.0999,-29.4,326375.0
511,70,0.8,85,0.5,70,229652.0,2261192.0,10.16,False,1571494.1038,83.52,-5.0,1653793.0999,-29.6,326375.0
512,70,0.8,90,0.5,70,229652.0,2261192.0,10.16,False,1571494.1038,83.52,-5.0,1653793.0999,-29.6,326375.0
513,70,0.9,75,0.5,70,229030.0,2261192.0,10.13,False,1575543.253,83.74,-4.7,1653793.0999,-29.8,326375.0
514,75,0.9,75,0.5,75,228977.0,2261192.0,10.13,True,1596545.013,84.85,-3.5,1653793.0999,-29.8,326375.0
515,70,0.6,85,0.3,70,224429.0,2261192.0,9.93,False,1579529.5596,83.95,-4.5,1653793.0999,-31.2,326375.0
516,70,0.6,80,0.3,70,224429.0,2261192.0,9.93,False,1579529.5596,83.95,-4.5,1653793.0999,-31.2,326375.0
517,70,0.6,90,0.3,70,224429.0,2261192.0,9.93,False,1579529.5596,83.95,-4.5,1653793.0999,-31.2,326375.0
518,70,0.8,75,0.3,70,222568.0,2261192.0,9.84,True,1575273.3937,83.72,-4.7,1653793.0999,-31.8,326375.0
519,70,0.9,75,0.3,70,221384.0,2261192.0,9.79,True,1557955.4915,82.8,-5.8,1653793.0999,-32.2,326375.0
520,70,0.7,75,0.3,70,212563.0,2261192.0,9.4,True,1551309.3961,82.45,-6.2,1653793.0999,-34.9,326375.0
