rank,N,W,MIN_POP_PCT,LAM,n_stations,kernel_captured,max_demand,captured_pct_of_max,predicted_trips_yr,vs_current_pct,feasible
432,80,0.6,75,0.3,80,1905287.0,2261192.0,84.26,2592273.0,-0.1,True
433,80,0.7,75,0.5,80,1905138.0,2261192.0,84.25,2592070.0,-0.1,True
434,80,0.7,80,0.3,80,1904597.0,2261192.0,84.23,2591335.0,-0.1,True
435,80,0.8,75,0.3,80,1903271.0,2261192.0,84.17,2589531.0,-0.2,False
436,80,0.6,80,0.5,80,1902362.0,2261192.0,84.13,2588294.0,-0.3,False
437,80,0.8,75,0.5,80,1901961.0,2261192.0,84.11,2587749.0,-0.3,True
438,80,0.9,75,0.3,80,1901163.0,2261192.0,84.08,2586662.0,-0.3,False
439,80,1.0,75,0.3,80,1901163.0,2261192.0,84.08,2586662.0,-0.3,False
440,80,0.8,80,0.3,80,1900566.0,2261192.0,84.05,2585850.0,-0.4,True
441,75,0.6,90,0.5,75,1898250.0,2261192.0,83.95,2582700.0,-0.5,False
442,75,0.6,85,0.5,75,1898250.0,2261192.0,83.95,2582700.0,-0.5,False
443,75,1.0,85,0.3,75,1897790.0,2261192.0,83.93,2582073.0,-0.5,False
444,75,1.0,90,0.3,75,1897790.0,2261192.0,83.93,2582073.0,-0.5,False
445,75,0.9,90,0.5,75,1896584.0,2261192.0,83.88,2580432.0,-0.6,False
446,75,0.9,85,0.5,75,1896584.0,2261192.0,83.88,2580432.0,-0.6,False
447,75,1.0,80,0.5,75,1891503.0,2261192.0,83.65,2573519.0,-0.8,False
448,75,1.0,85,0.5,75,1891370.0,2261192.0,83.64,2573338.0,-0.8,False
449,75,1.0,90,0.5,75,1891370.0,2261192.0,83.64,2573338.0,-0.8,False
450,75,0.9,80,0.3,75,1889804.0,2261192.0,83.58,2571208.0,-0.9,False
451,75,1.0,80,0.3,75,1887625.0,2261192.0,83.48,2568243.0,-1.0,False
452,75,0.9,85,0.3,75,1886520.0,2261192.0,83.43,2566740.0,-1.1,False
453,75,0.9,90,0.3,75,1886520.0,2261192.0,83.43,2566740.0,-1.1,False
454,75,0.7,80,0.5,75,1885757.0,2261192.0,83.4,2565701.0,-1.1,False
455,75,1.0,75,0.3,75,1885112.0,2261192.0,83.37,2564824.0,-1.2,False
456,75,0.9,75,0.3,75,1885112.0,2261192.0,83.37,2564824.0,-1.2,False
457,75,0.6,75,0.3,75,1883818.0,2261192.0,83.31,2563063.0,-1.2,False
458,75,0.6,80,0.3,75,1883161.0,2261192.0,83.28,2562169.0,-1.3,False
459,75,0.6,90,0.3,75,1883161.0,2261192.0,83.28,2562169.0,-1.3,False
460,75,0.6,85,0.3,75,1883161.0,2261192.0,83.28,2562169.0,-1.3,False
461,75,0.8,80,0.5,75,1883138.0,2261192.0,83.28,2562138.0,-1.3,False
462,75,0.7,90,0.5,75,1880790.0,2261192.0,83.18,2558943.0,-1.4,False
463,75,0.7,85,0.5,75,1880790.0,2261192.0,83.18,2558943.0,-1.4,False
464,75,0.8,80,0.3,75,1879762.0,2261192.0,83.13,2557544.0,-1.4,False
465,75,0.8,90,0.3,75,1879762.0,2261192.0,83.13,2557544.0,-1.4,False
466,75,0.8,85,0.3,75,1879762.0,2261192.0,83.13,2557544.0,-1.4,False
467,75,0.6,80,0.5,75,1879561.0,2261192.0,83.12,2557271.0,-1.5,False
468,75,0.8,75,0.5,75,1878652.0,2261192.0,83.08,2556035.0,-1.5,True
469,75,0.7,75,0.5,75,1876917.0,2261192.0,83.01,2553674.0,-1.6,True
470,75,0.7,85,0.3,75,1875909.0,2261192.0,82.96,2552303.0,-1.6,False
471,75,0.7,90,0.3,75,1875909.0,2261192.0,82.96,2552303.0,-1.6,False
472,75,0.7,80,0.3,75,1875909.0,2261192.0,82.96,2552303.0,-1.6,False
473,75,1.0,75,0.5,75,1875077.0,2261192.0,82.92,2551171.0,-1.7,True
474,75,0.8,75,0.3,75,1874692.0,2261192.0,82.91,2550647.0,-1.7,True
475,75,0.9,80,0.5,75,1874327.0,2261192.0,82.89,2550150.0,-1.7,True
476,75,0.6,75,0.5,75,1872224.0,2261192.0,82.8,2547289.0,-1.8,True
477,75,0.7,75,0.3,75,1869981.0,2261192.0,82.7,2544237.0,-2.0,True
478,75,0.8,85,0.5,75,1866916.0,2261192.0,82.56,2540066.0,-2.1,False
479,75,0.8,90,0.5,75,1866916.0,2261192.0,82.56,2540066.0,-2.1,False
480,75,0.9,75,0.5,75,1861771.0,2261192.0,82.34,2533067.0,-2.4,True
481,70,0.9,80,0.3,70,1856399.0,2261192.0,82.1,2525758.0,-2.7,False
482,70,0.9,85,0.3,70,1856399.0,2261192.0,82.1,2525758.0,-2.7,False
483,70,0.9,90,0.3,70,1856399.0,2261192.0,82.1,2525758.0,-2.7,False
484,70,0.9,80,0.5,70,1856101.0,2261192.0,82.09,2525353.0,-2.7,False
485,70,0.9,90,0.5,70,1856101.0,2261192.0,82.09,2525353.0,-2.7,False
486,70,0.9,85,0.5,70,1856101.0,2261192.0,82.09,2525353.0,-2.7,False
487,70,0.7,80,0.3,70,1852556.0,2261192.0,81.93,2520529.0,-2.9,False
488,70,0.6,75,0.5,70,1851293.0,2261192.0,81.87,2518810.0,-2.9,True
489,70,0.7,80,0.5,70,1846129.0,2261192.0,81.64,2511784.0,-3.2,True
490,70,0.8,80,0.5,70,1844416.0,2261192.0,81.57,2509454.0,-3.3,False
491,70,1.0,85,0.5,70,1844010.0,2261192.0,81.55,2508901.0,-3.3,False
492,70,1.0,90,0.5,70,1844010.0,2261192.0,81.55,2508901.0,-3.3,False
493,70,0.7,85,0.5,70,1842843.0,2261192.0,81.5,2507313.0,-3.4,False
494,70,0.7,90,0.5,70,1842843.0,2261192.0,81.5,2507313.0,-3.4,False
495,70,0.7,90,0.3,70,1842564.0,2261192.0,81.49,2506934.0,-3.4,False
496,70,0.7,85,0.3,70,1842564.0,2261192.0,81.49,2506934.0,-3.4,False
497,70,0.8,75,0.3,70,1840863.0,2261192.0,81.41,2504621.0,-3.5,True
498,70,1.0,80,0.5,70,1840179.0,2261192.0,81.38,2503689.0,-3.5,False
499,70,0.8,85,0.3,70,1839120.0,2261192.0,81.33,2502248.0,-3.6,False
500,70,0.8,90,0.3,70,1839120.0,2261192.0,81.33,2502248.0,-3.6,False
501,70,0.8,80,0.3,70,1839120.0,2261192.0,81.33,2502248.0,-3.6,False
502,70,0.6,85,0.5,70,1838129.0,2261192.0,81.29,2500901.0,-3.6,False
503,70,0.6,80,0.5,70,1838129.0,2261192.0,81.29,2500901.0,-3.6,False
504,70,0.6,90,0.5,70,1838129.0,2261192.0,81.29,2500901.0,-3.6,False
505,70,0.8,75,0.5,70,1838020.0,2261192.0,81.29,2500752.0,-3.6,False
506,70,0.9,75,0.5,70,1837367.0,2261192.0,81.26,2499863.0,-3.7,False
507,70,0.8,85,0.5,70,1837314.0,2261192.0,81.25,2499791.0,-3.7,False
508,70,0.8,90,0.5,70,1837314.0,2261192.0,81.25,2499791.0,-3.7,False
509,70,0.6,80,0.3,70,1835774.0,2261192.0,81.19,2497697.0,-3.8,False
510,70,0.6,90,0.3,70,1835774.0,2261192.0,81.19,2497697.0,-3.8,False
511,70,0.6,85,0.3,70,1835774.0,2261192.0,81.19,2497697.0,-3.8,False
512,70,1.0,75,0.5,70,1834011.0,2261192.0,81.11,2495297.0,-3.8,True
513,70,1.0,75,0.3,70,1832272.0,2261192.0,81.03,2492932.0,-3.9,False
514,70,1.0,85,0.3,70,1830783.0,2261192.0,80.97,2490906.0,-4.0,False
515,70,1.0,90,0.3,70,1830783.0,2261192.0,80.97,2490906.0,-4.0,False
516,70,1.0,80,0.3,70,1830783.0,2261192.0,80.97,2490906.0,-4.0,False
517,70,0.7,75,0.5,70,1829919.0,2261192.0,80.93,2489729.0,-4.1,True
518,70,0.6,75,0.3,70,1825883.0,2261192.0,80.75,2484239.0,-4.3,True
519,70,0.9,75,0.3,70,1821157.0,2261192.0,80.54,2477808.0,-4.5,True
520,70,0.7,75,0.3,70,1805731.0,2261192.0,79.86,2456820.0,-5.3,True
